City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
264,arkhangel'sk,64.5401,40.5433,286.98,80,0,2.38,RU,2023-09-02 19:25:21
265,rundu,-17.9333,19.7667,291.84,18,0,2.97,NA,2023-09-02 19:25:21
266,nakhon phanom,17.3333,104.4167,298.04,96,49,1.79,TH,2023-09-02 19:25:22
267,tadine,-21.55,167.8833,293.86,72,100,3.57,NC,2023-09-02 19:25:22
268,wanning,18.8003,110.3967,299.02,83,95,1.35,CN,2023-09-02 19:25:22
269,yanchep,-31.55,115.6833,286.82,67,96,10.41,AU,2023-09-02 19:25:22
270,ormara,25.2088,64.6357,299.16,78,0,4.81,PK,2023-09-02 19:24:51
271,kani keli,-12.9536,45.1033,295.74,74,67,2.0,YT,2023-09-02 19:25:23
272,weno,7.4515,151.8468,302.12,84,100,1.54,FM,2023-09-02 19:25:23
273,enewetak,11.3474,162.3373,301.68,72,93,2.73,MH,2023-09-02 19:25:06
274,yanbu,24.0891,38.0637,305.17,66,0,2.06,SA,2023-09-02 19:25:23
275,tokar,18.4254,37.729,306.36,38,57,4.11,SD,2023-09-02 19:25:23
276,amga,60.8953,131.9608,279.28,59,14,3.59,RU,2023-09-02 19:25:24
277,ivolginsk,51.7492,107.2837,284.96,82,40,2.0,RU,2023-09-02 19:25:24
278,tuy hoa,13.0833,109.3,299.97,77,97,4.15,VN,2023-09-02 19:25:24
279,chibougamau,49.9168,-74.3659,290.94,88,40,3.09,CA,2023-09-02 19:25:24
280,caluula,11.9661,50.7569,303.05,66,67,2.13,SO,2023-09-02 19:24:50
281,aldan,58.6031,125.3894,275.62,80,41,1.82,RU,2023-09-02 19:25:25
282,nagqu,31.5,92.0,272.43,78,12,1.96,CN,2023-09-02 19:25:25
283,kushiro,42.975,144.3747,297.68,78,75,1.54,JP,2023-09-02 19:25:26
284,puerto armuelles,8.2833,-82.8667,301.53,76,100,0.45,PA,2023-09-02 19:25:26
285,queenstown,-31.8976,26.8753,281.93,80,86,1.97,ZA,2023-09-02 19:25:27
286,kashgar,39.4547,75.9797,295.71,37,20,3.0,CN,2023-09-02 19:25:13
287,belo sur tsiribihina,-19.7,44.55,293.14,75,38,1.42,MG,2023-09-02 19:25:28
288,nova vicosa,-17.8919,-39.3719,295.27,74,22,3.08,BR,2023-09-02 19:25:28
289,tura,25.5198,90.2201,297.63,91,100,1.29,IN,2023-09-02 19:25:28
290,island harbour,50.724,-1.2758,290.36,91,56,3.54,GB,2023-09-02 19:25:28
291,hauterive,46.0901,3.4459,291.57,72,79,1.38,FR,2023-09-02 19:25:28
292,tazovsky,67.4667,78.7,280.17,91,98,6.19,RU,2023-09-02 19:25:29
293,margate,51.3813,1.3862,290.87,88,56,1.79,GB,2023-09-02 19:25:29
294,howrah,22.5892,88.3103,300.15,94,40,0.0,IN,2023-09-02 19:25:29
295,san borja,-14.8167,-66.85,306.08,39,99,3.72,BO,2023-09-02 19:25:30
296,goz beida,13.95,20.55,298.55,73,79,4.78,TD,2023-09-02 19:25:31
297,nadym,65.5333,72.5167,279.28,94,1,4.75,RU,2023-09-02 19:25:01
298,tofol,5.3248,163.0078,301.37,73,100,4.48,FM,2023-09-02 19:25:32
299,salekhard,66.53,66.6019,281.96,95,38,3.07,RU,2023-09-02 19:25:32
